PO_Number,Supplier,Category,Spend,Order_Date
PO1430,Supplier 18,Chemicals,12709.16,2027-11-30
PO1431,Supplier 21,Packaging,15279.51,2027-12-01
PO1432,Supplier 42,Raw Materials,6067.9,2027-12-02
PO1433,Supplier 36,Raw Materials,13822.78,2027-12-03
PO1434,Supplier 41,IT Equipment,17526.77,2027-12-04
PO1435,Supplier 38,Packaging,13121.59,2027-12-05
PO1436,Supplier 34,Chemicals,24761.99,2027-12-06
PO1437,Supplier 17,Raw Materials,15477.87,2027-12-07
PO1438,Supplier 37,Chemicals,9588.86,2027-12-08
PO1439,Supplier 25,Maintenance,19417.72,2027-12-09
PO1440,Supplier 38,Chemicals,4676.33,2027-12-10
PO1441,Supplier 12,Logistics,9920.64,2027-12-11
PO1442,Supplier 23,Logistics,9000.49,2027-12-12
PO1443,Supplier 42,Chemicals,11079.27,2027-12-13
PO1444,Supplier 22,Logistics,19653.61,2027-12-14
PO1445,Supplier 21,Maintenance,12362.24,2027-12-15
PO1446,Supplier 27,Packaging,19953.35,2027-12-16
PO1447,Supplier 31,Logistics,14623.98,2027-12-17
PO1448,Supplier 6,Logistics,8880.7,2027-12-18
PO1449,Supplier 27,Chemicals,20344.48,2027-12-19
PO1450,Supplier 40,Maintenance,6338.1,2027-12-20
PO1451,Supplier 34,Packaging,5997.38,2027-12-21
PO1452,Supplier 12,Chemicals,12860.32,2027-12-22
PO1453,Supplier 45,Chemicals,6890.81,2027-12-23
PO1454,Supplier 7,IT Equipment,722.63,2027-12-24
PO1455,Supplier 10,Maintenance,16383.29,2027-12-25
PO1456,Supplier 45,Packaging,13021.8,2027-12-26
PO1457,Supplier 17,Maintenance,11415.19,2027-12-27
PO1458,Supplier 26,Packaging,24190.73,2027-12-28
PO1459,Supplier 21,Maintenance,14494.38,2027-12-29
PO1460,Supplier 28,Chemicals,21654.07,2027-12-30
PO1461,Supplier 46,Chemicals,3916.53,2027-12-31
PO1462,Supplier 2,Raw Materials,14445.56,2028-01-01
PO1463,Supplier 43,Logistics,21765.5,2028-01-02
PO1464,Supplier 1,IT Equipment,14786.09,2028-01-03
PO1465,Supplier 36,Maintenance,18091.35,2028-01-04
PO1466,Supplier 26,IT Equipment,9615.07,2028-01-05
PO1467,Supplier 29,Raw Materials,2765.01,2028-01-06
PO1468,Supplier 21,Logistics,11718.56,2028-01-07
PO1469,Supplier 11,Maintenance,10164.75,2028-01-08
PO1470,Supplier 40,Packaging,21742.97,2028-01-09
PO1471,Supplier 11,Logistics,6477.88,2028-01-10
PO1472,Supplier 36,Chemicals,24184.99,2028-01-11
PO1473,Supplier 49,Raw Materials,23974.38,2028-01-12
PO1474,Supplier 39,Logistics,6566.98,2028-01-13
PO1475,Supplier 40,Logistics,9027.27,2028-01-14
PO1476,Supplier 35,Chemicals,22441.12,2028-01-15
PO1477,Supplier 34,Maintenance,24182.24,2028-01-16
PO1478,Supplier 47,Packaging,11364.26,2028-01-17
PO1479,Supplier 24,Chemicals,8364.43,2028-01-18
PO1480,Supplier 22,Packaging,13389.3,2028-01-19
PO1481,Supplier 5,Maintenance,17350.35,2028-01-20
PO1482,Supplier 33,Logistics,7200.13,2028-01-21
PO1483,Supplier 36,Packaging,18543.59,2028-01-22
PO1484,Supplier 47,Raw Materials,1765.61,2028-01-23
PO1485,Supplier 20,Raw Materials,1707.72,2028-01-24
PO1486,Supplier 19,Chemicals,9964.05,2028-01-25
PO1487,Supplier 35,Maintenance,9160.09,2028-01-26
PO1488,Supplier 43,Chemicals,8233.01,2028-01-27
PO1489,Supplier 17,Chemicals,12529.98,2028-01-28
PO1490,Supplier 45,IT Equipment,8357.97,2028-01-29
PO1491,Supplier 43,Chemicals,5210.32,2028-01-30
PO1492,Supplier 34,IT Equipment,8082.0,2028-01-31
PO1493,Supplier 9,Raw Materials,24385.15,2028-02-01
PO1494,Supplier 26,Raw Materials,10572.28,2028-02-02
PO1495,Supplier 2,Chemicals,11395.46,2028-02-03
PO1496,Supplier 9,Raw Materials,14625.35,2028-02-04
PO1497,Supplier 9,Maintenance,24591.85,2028-02-05
PO1498,Supplier 40,IT Equipment,6419.23,2028-02-06
PO1499,Supplier 17,IT Equipment,17191.41,2028-02-07
PO1500,Supplier 1,Chemicals,18041.62,2028-02-08
PO1501,Supplier 25,Raw Materials,15379.45,2028-02-09
PO1502,Supplier 43,Packaging,2670.17,2028-02-10
PO1503,Supplier 40,IT Equipment,17083.37,2028-02-11
PO1504,Supplier 42,Chemicals,2070.32,2028-02-12
PO1505,Supplier 25,Chemicals,15105.49,2028-02-13
PO1506,Supplier 39,Maintenance,18619.74,2028-02-14
PO1507,Supplier 35,Logistics,5668.76,2028-02-15
PO1508,Supplier 3,Logistics,21119.74,2028-02-16
PO1509,Supplier 50,IT Equipment,1243.67,2028-02-17
PO1510,Supplier 37,Maintenance,21173.42,2028-02-18
PO1511,Supplier 44,Maintenance,11778.06,2028-02-19
PO1512,Supplier 44,Maintenance,5830.9,2028-02-20
PO1513,Supplier 30,IT Equipment,3777.56,2028-02-21
PO1514,Supplier 38,Logistics,23856.03,2028-02-22
PO1515,Supplier 34,Maintenance,2280.31,2028-02-23
PO1516,Supplier 12,Raw Materials,5377.79,2028-02-24
PO1517,Supplier 19,Chemicals,9021.65,2028-02-25
PO1518,Supplier 37,Chemicals,15695.75,2028-02-26
PO1519,Supplier 44,Packaging,13847.63,2028-02-27
PO1520,Supplier 49,Packaging,3578.27,2028-02-28
PO1521,Supplier 17,IT Equipment,7598.34,2028-02-29
PO1522,Supplier 10,IT Equipment,6349.42,2028-03-01
PO1523,Supplier 49,Chemicals,5731.8,2028-03-02
PO1524,Supplier 47,Raw Materials,10573.04,2028-03-03
PO1525,Supplier 12,Logistics,17748.77,2028-03-04
PO1526,Supplier 16,Logistics,5827.6,2028-03-05
PO1527,Supplier 24,IT Equipment,9483.63,2028-03-06
PO1528,Supplier 19,Raw Materials,10077.48,2028-03-07
PO1529,Supplier 8,IT Equipment,24423.18,2028-03-08
PO1530,Supplier 31,Logistics,23889.33,2028-03-09
PO1531,Supplier 21,IT Equipment,20103.37,2028-03-10
PO1532,Supplier 17,Maintenance,6420.64,2028-03-11
PO1533,Supplier 23,IT Equipment,2166.91,2028-03-12
PO1534,Supplier 37,Chemicals,8264.15,2028-03-13
PO1535,Supplier 16,IT Equipment,7036.47,2028-03-14
PO1536,Supplier 6,Chemicals,12895.18,2028-03-15
PO1537,Supplier 8,Raw Materials,19554.33,2028-03-16
PO1538,Supplier 25,Logistics,21528.91,2028-03-17
PO1539,Supplier 18,Packaging,21199.17,2028-03-18
PO1540,Supplier 25,Packaging,9312.05,2028-03-19
PO1541,Supplier 12,Logistics,17337.24,2028-03-20
PO1542,Supplier 15,Packaging,8164.44,2028-03-21
PO1543,Supplier 26,IT Equipment,1992.19,2028-03-22
PO1544,Supplier 41,Raw Materials,17688.35,2028-03-23
PO1545,Supplier 45,Raw Materials,740.78,2028-03-24
PO1546,Supplier 26,Logistics,10524.97,2028-03-25
PO1547,Supplier 47,Packaging,8569.79,2028-03-26
PO1548,Supplier 32,IT Equipment,17487.75,2028-03-27
PO1549,Supplier 10,Raw Materials,19273.01,2028-03-28
PO1550,Supplier 16,Raw Materials,7950.32,2028-03-29
PO1551,Supplier 7,Maintenance,20384.86,2028-03-30
PO1552,Supplier 17,Maintenance,7700.96,2028-03-31
PO1553,Supplier 23,Raw Materials,11435.0,2028-04-01
PO1554,Supplier 26,Logistics,18311.95,2028-04-02
PO1555,Supplier 21,Chemicals,17476.55,2028-04-03
PO1556,Supplier 22,Chemicals,24690.53,2028-04-04
PO1557,Supplier 7,IT Equipment,6016.45,2028-04-05
PO1558,Supplier 14,Raw Materials,16726.79,2028-04-06
PO1559,Supplier 15,Raw Materials,15437.21,2028-04-07
PO1560,Supplier 7,Raw Materials,22919.91,2028-04-08
PO1561,Supplier 9,Logistics,4330.87,2028-04-09
PO1562,Supplier 48,Maintenance,18919.06,2028-04-10
PO1563,Supplier 8,Raw Materials,14422.58,2028-04-11
PO1564,Supplier 50,Raw Materials,7229.31,2028-04-12
PO1565,Supplier 23,Packaging,12123.66,2028-04-13
PO1566,Supplier 29,Logistics,8677.53,2028-04-14
PO1567,Supplier 18,IT Equipment,14693.18,2028-04-15
PO1568,Supplier 31,Raw Materials,22280.51,2028-04-16
PO1569,Supplier 30,Packaging,14447.97,2028-04-17
PO1570,Supplier 39,Chemicals,15977.2,2028-04-18
PO1571,Supplier 35,IT Equipment,13209.32,2028-04-19
PO1572,Supplier 18,Raw Materials,1753.55,2028-04-20
PO1573,Supplier 42,Raw Materials,6205.03,2028-04-21
PO1574,Supplier 39,Packaging,12554.04,2028-04-22
PO1575,Supplier 17,Logistics,8100.76,2028-04-23
PO1576,Supplier 14,Raw Materials,4953.21,2028-04-24
PO1577,Supplier 31,Chemicals,12851.25,2028-04-25
PO1578,Supplier 24,Raw Materials,8408.84,2028-04-26
PO1579,Supplier 35,Chemicals,6823.64,2028-04-27
PO1580,Supplier 44,IT Equipment,11867.64,2028-04-28
PO1581,Supplier 45,IT Equipment,3765.46,2028-04-29
PO1582,Supplier 34,Maintenance,23229.77,2028-04-30
PO1583,Supplier 3,Maintenance,21758.7,2028-05-01
PO1584,Supplier 37,Chemicals,17836.7,2028-05-02
PO1585,Supplier 43,Logistics,3102.24,2028-05-03
PO1586,Supplier 40,Raw Materials,19508.99,2028-05-04
PO1587,Supplier 26,Raw Materials,20294.95,2028-05-05
PO1588,Supplier 23,Maintenance,19310.23,2028-05-06
PO1589,Supplier 44,Chemicals,3292.16,2028-05-07
PO1590,Supplier 39,Raw Materials,16275.74,2028-05-08
PO1591,Supplier 15,Raw Materials,20940.96,2028-05-09
PO1592,Supplier 49,Logistics,14645.16,2028-05-10
PO1593,Supplier 4,Packaging,16336.98,2028-05-11
PO1594,Supplier 29,Maintenance,11729.91,2028-05-12
PO1595,Supplier 22,Maintenance,13453.33,2028-05-13
PO1596,Supplier 25,Packaging,1342.23,2028-05-14
PO1597,Supplier 13,Raw Materials,16154.59,2028-05-15
PO1598,Supplier 18,Logistics,2495.46,2028-05-16
PO1599,Supplier 33,Logistics,11157.86,2028-05-17
PO1600,Supplier 16,Maintenance,7670.05,2028-05-18
PO1601,Supplier 45,Logistics,13862.98,2028-05-19
PO1602,Supplier 42,IT Equipment,3768.7,2028-05-20
PO1603,Supplier 44,Packaging,17445.26,2028-05-21
PO1604,Supplier 2,Raw Materials,19977.78,2028-05-22
PO1605,Supplier 35,IT Equipment,4502.18,2028-05-23
PO1606,Supplier 42,Packaging,3055.67,2028-05-24
PO1607,Supplier 34,Chemicals,4065.13,2028-05-25
PO1608,Supplier 30,Maintenance,21989.63,2028-05-26
PO1609,Supplier 13,Logistics,13440.64,2028-05-27
PO1610,Supplier 13,Chemicals,11947.89,2028-05-28
PO1611,Supplier 18,Logistics,3114.44,2028-05-29
PO1612,Supplier 32,IT Equipment,16414.12,2028-05-30
PO1613,Supplier 32,Raw Materials,21765.99,2028-05-31
PO1614,Supplier 35,Raw Materials,20790.55,2028-06-01
PO1615,Supplier 39,Raw Materials,15838.34,2028-06-02
PO1616,Supplier 46,Logistics,2344.33,2028-06-03
PO1617,Supplier 29,Chemicals,3253.73,2028-06-04
PO1618,Supplier 49,Raw Materials,1708.07,2028-06-05
PO1619,Supplier 29,Chemicals,6808.24,2028-06-06
PO1620,Supplier 44,Logistics,3823.71,2028-06-07
PO1621,Supplier 16,IT Equipment,6871.18,2028-06-08
PO1622,Supplier 44,Chemicals,9933.92,2028-06-09
PO1623,Supplier 47,IT Equipment,23603.08,2028-06-10
PO1624,Supplier 10,Logistics,15454.21,2028-06-11
PO1625,Supplier 30,Logistics,20956.86,2028-06-12
PO1626,Supplier 25,Maintenance,17903.61,2028-06-13
PO1627,Supplier 39,Logistics,3256.33,2028-06-14
PO1628,Supplier 20,Logistics,18530.05,2028-06-15
PO1629,Supplier 5,Packaging,7239.92,2028-06-16
PO1630,Supplier 1,Raw Materials,16158.14,2028-06-17
PO1631,Supplier 30,Maintenance,8853.57,2028-06-18
PO1632,Supplier 49,Maintenance,24942.97,2028-06-19
PO1633,Supplier 3,Maintenance,6957.01,2028-06-20
PO1634,Supplier 45,Packaging,7338.7,2028-06-21
PO1635,Supplier 14,IT Equipment,23301.47,2028-06-22
PO1636,Supplier 30,Logistics,1103.79,2028-06-23
PO1637,Supplier 50,Raw Materials,17568.88,2028-06-24
PO1638,Supplier 4,Chemicals,18270.5,2028-06-25
PO1639,Supplier 18,IT Equipment,20991.28,2028-06-26
PO1640,Supplier 37,Logistics,24373.76,2028-06-27
PO1641,Supplier 25,Packaging,24402.25,2028-06-28
PO1642,Supplier 48,Logistics,2099.28,2028-06-29
PO1643,Supplier 1,Logistics,20635.06,2028-06-30
PO1644,Supplier 46,Packaging,16334.59,2028-07-01
PO1645,Supplier 15,Maintenance,16359.88,2028-07-02
PO1646,Supplier 9,Maintenance,3644.57,2028-07-03
PO1647,Supplier 15,Raw Materials,16429.59,2028-07-04
PO1648,Supplier 49,Raw Materials,24570.82,2028-07-05
PO1649,Supplier 24,Maintenance,22839.55,2028-07-06
PO1650,Supplier 4,IT Equipment,11258.7,2028-07-07
PO1651,Supplier 12,Chemicals,1478.73,2028-07-08
PO1652,Supplier 37,Logistics,9376.19,2028-07-09
PO1653,Supplier 37,Chemicals,20746.56,2028-07-10
PO1654,Supplier 43,Logistics,17686.73,2028-07-11
PO1655,Supplier 6,Maintenance,11753.92,2028-07-12
PO1656,Supplier 39,Raw Materials,1849.99,2028-07-13
PO1657,Supplier 46,IT Equipment,10958.92,2028-07-14
PO1658,Supplier 24,Raw Materials,11991.11,2028-07-15
PO1659,Supplier 11,Chemicals,23249.61,2028-07-16
PO1660,Supplier 13,Raw Materials,16206.61,2028-07-17
PO1661,Supplier 34,Maintenance,8135.5,2028-07-18
PO1662,Supplier 25,IT Equipment,13370.3,2028-07-19
PO1663,Supplier 7,Chemicals,2118.36,2028-07-20
PO1664,Supplier 4,IT Equipment,24327.92,2028-07-21
PO1665,Supplier 8,Logistics,9321.47,2028-07-22
PO1666,Supplier 20,Raw Materials,12207.75,2028-07-23
PO1667,Supplier 29,IT Equipment,9204.46,2028-07-24
PO1668,Supplier 45,Packaging,17221.54,2028-07-25
PO1669,Supplier 46,Raw Materials,16724.69,2028-07-26
PO1670,Supplier 10,Logistics,18025.4,2028-07-27
PO1671,Supplier 43,IT Equipment,7069.51,2028-07-28
PO1672,Supplier 34,Chemicals,8233.88,2028-07-29
PO1673,Supplier 26,Logistics,3568.66,2028-07-30
PO1674,Supplier 41,Packaging,16559.99,2028-07-31
PO1675,Supplier 49,IT Equipment,1475.03,2028-08-01
PO1676,Supplier 3,Maintenance,15143.22,2028-08-02
PO1677,Supplier 6,Raw Materials,21807.55,2028-08-03
PO1678,Supplier 5,Chemicals,22325.39,2028-08-04
PO1679,Supplier 5,Maintenance,11501.43,2028-08-05
PO1680,Supplier 47,IT Equipment,11752.94,2028-08-06
PO1681,Supplier 23,IT Equipment,2385.74,2028-08-07
PO1682,Supplier 49,Logistics,16933.74,2028-08-08
PO1683,Supplier 9,IT Equipment,20620.86,2028-08-09
PO1684,Supplier 35,Chemicals,6494.05,2028-08-10
PO1685,Supplier 20,Maintenance,10821.87,2028-08-11
PO1686,Supplier 49,Chemicals,21051.56,2028-08-12
PO1687,Supplier 42,Packaging,21989.45,2028-08-13
PO1688,Supplier 35,Packaging,6457.91,2028-08-14
PO1689,Supplier 50,Raw Materials,13988.98,2028-08-15
PO1690,Supplier 18,Raw Materials,5216.08,2028-08-16
PO1691,Supplier 17,Packaging,2996.03,2028-08-17
PO1692,Supplier 24,IT Equipment,22822.45,2028-08-18
PO1693,Supplier 3,Chemicals,20602.43,2028-08-19
PO1694,Supplier 32,Packaging,19120.86,2028-08-20
PO1695,Supplier 35,Raw Materials,1694.77,2028-08-21
PO1696,Supplier 38,Packaging,21171.36,2028-08-22
PO1697,Supplier 13,IT Equipment,11232.08,2028-08-23
PO1698,Supplier 47,Packaging,8888.68,2028-08-24
PO1699,Supplier 25,Chemicals,13888.67,2028-08-25
PO1700,Supplier 9,Maintenance,2738.15,2028-08-26
PO1701,Supplier 4,IT Equipment,19037.84,2028-08-27
PO1702,Supplier 14,Raw Materials,14769.66,2028-08-28
PO1703,Supplier 37,Chemicals,5071.46,2028-08-29
PO1704,Supplier 34,Packaging,5111.69,2028-08-30
PO1705,Supplier 11,Packaging,5014.09,2028-08-31
PO1706,Supplier 41,Maintenance,1896.56,2028-09-01
PO1707,Supplier 3,Raw Materials,14901.06,2028-09-02
PO1708,Supplier 28,Raw Materials,21088.53,2028-09-03
PO1709,Supplier 29,Logistics,928.71,2028-09-04
PO1710,Supplier 9,Raw Materials,1700.61,2028-09-05
PO1711,Supplier 3,Maintenance,14532.87,2028-09-06
PO1712,Supplier 25,Logistics,20577.64,2028-09-07
PO1713,Supplier 34,Logistics,8505.1,2028-09-08
PO1714,Supplier 12,Packaging,9065.55,2028-09-09
PO1715,Supplier 42,Packaging,15110.49,2028-09-10
PO1716,Supplier 9,Raw Materials,7218.22,2028-09-11
PO1717,Supplier 15,Logistics,1151.9,2028-09-12
PO1718,Supplier 40,Packaging,18513.1,2028-09-13
PO1719,Supplier 25,Maintenance,15828.42,2028-09-14
PO1720,Supplier 5,Packaging,14728.52,2028-09-15
PO1721,Supplier 11,IT Equipment,18671.26,2028-09-16
PO1722,Supplier 34,IT Equipment,17043.16,2028-09-17
PO1723,Supplier 24,Packaging,5544.11,2028-09-18
PO1724,Supplier 15,Logistics,9135.79,2028-09-19
PO1725,Supplier 38,Logistics,3589.7,2028-09-20
PO1726,Supplier 8,Chemicals,3681.5,2028-09-21
PO1727,Supplier 5,IT Equipment,17066.8,2028-09-22
PO1728,Supplier 48,Maintenance,21535.7,2028-09-23
PO1729,Supplier 26,Logistics,24086.95,2028-09-24
PO1730,Supplier 18,Raw Materials,15894.5,2028-09-25
PO1731,Supplier 6,IT Equipment,5010.48,2028-09-26
PO1732,Supplier 37,Maintenance,3088.43,2028-09-27
PO1733,Supplier 48,Maintenance,20414.85,2028-09-28
PO1734,Supplier 13,Logistics,14679.53,2028-09-29
PO1735,Supplier 28,Maintenance,15647.98,2028-09-30
PO1736,Supplier 5,Logistics,19645.82,2028-10-01
PO1737,Supplier 13,Packaging,17730.29,2028-10-02
PO1738,Supplier 17,IT Equipment,20944.23,2028-10-03
PO1739,Supplier 50,Chemicals,1877.24,2028-10-04
PO1740,Supplier 40,Packaging,18814.26,2028-10-05
PO1741,Supplier 45,IT Equipment,21345.89,2028-10-06
PO1742,Supplier 32,Logistics,7510.31,2028-10-07
PO1743,Supplier 29,IT Equipment,16190.96,2028-10-08
PO1744,Supplier 3,Logistics,8196.97,2028-10-09
PO1745,Supplier 40,Packaging,23970.29,2028-10-10
PO1746,Supplier 34,Raw Materials,1318.88,2028-10-11
PO1747,Supplier 40,Raw Materials,14704.92,2028-10-12
PO1748,Supplier 27,IT Equipment,4579.34,2028-10-13
PO1749,Supplier 13,Raw Materials,17949.4,2028-10-14
PO1750,Supplier 45,Logistics,4809.31,2028-10-15
PO1751,Supplier 33,Maintenance,6266.89,2028-10-16
PO1752,Supplier 6,Logistics,12612.08,2028-10-17
PO1753,Supplier 24,Maintenance,22913.46,2028-10-18
PO1754,Supplier 19,Packaging,5687.0,2028-10-19
PO1755,Supplier 16,Chemicals,4033.88,2028-10-20
PO1756,Supplier 40,Maintenance,19094.93,2028-10-21
PO1757,Supplier 28,Raw Materials,12765.18,2028-10-22
PO1758,Supplier 33,Logistics,22838.74,2028-10-23
PO1759,Supplier 48,Packaging,4092.06,2028-10-24
PO1760,Supplier 41,Raw Materials,16325.23,2028-10-25
PO1761,Supplier 13,Packaging,6205.54,2028-10-26
PO1762,Supplier 43,Chemicals,4340.63,2028-10-27
PO1763,Supplier 45,Logistics,17244.02,2028-10-28
PO1764,Supplier 25,IT Equipment,15045.27,2028-10-29
PO1765,Supplier 42,Logistics,18993.27,2028-10-30
PO1766,Supplier 36,Chemicals,8081.83,2028-10-31
PO1767,Supplier 27,Logistics,11475.31,2028-11-01
PO1768,Supplier 38,IT Equipment,10434.06,2028-11-02
PO1769,Supplier 7,Maintenance,24610.19,2028-11-03
PO1770,Supplier 5,Packaging,7660.1,2028-11-04
PO1771,Supplier 43,IT Equipment,7723.02,2028-11-05
PO1772,Supplier 45,Raw Materials,9186.43,2028-11-06
PO1773,Supplier 31,Chemicals,14332.55,2028-11-07
PO1774,Supplier 23,Maintenance,6681.91,2028-11-08
PO1775,Supplier 42,Raw Materials,22924.6,2028-11-09
PO1776,Supplier 10,Raw Materials,7009.3,2028-11-10
PO1777,Supplier 32,Chemicals,22447.49,2028-11-11
PO1778,Supplier 43,Maintenance,3035.14,2028-11-12
PO1779,Supplier 30,Raw Materials,16585.79,2028-11-13
PO1780,Supplier 39,Raw Materials,22721.15,2028-11-14
PO1781,Supplier 31,Maintenance,4634.36,2028-11-15
PO1782,Supplier 18,Logistics,24224.01,2028-11-16
PO1783,Supplier 36,Raw Materials,11595.64,2028-11-17
PO1784,Supplier 2,Packaging,23670.02,2028-11-18
PO1785,Supplier 14,Maintenance,17082.09,2028-11-19
PO1786,Supplier 13,Raw Materials,7888.88,2028-11-20
PO1787,Supplier 29,Chemicals,5113.41,2028-11-21
PO1788,Supplier 12,IT Equipment,7941.51,2028-11-22
PO1789,Supplier 39,Packaging,2778.93,2028-11-23
PO1790,Supplier 2,IT Equipment,4024.77,2028-11-24
PO1791,Supplier 32,IT Equipment,3064.18,2028-11-25
PO1792,Supplier 13,Raw Materials,10862.12,2028-11-26
PO1793,Supplier 46,Packaging,19991.67,2028-11-27
PO1794,Supplier 27,Packaging,3963.9,2028-11-28
PO1795,Supplier 49,Logistics,3692.85,2028-11-29
PO1796,Supplier 41,IT Equipment,16264.01,2028-11-30
PO1797,Supplier 17,Packaging,5330.98,2028-12-01
PO1798,Supplier 40,Logistics,2891.45,2028-12-02
PO1799,Supplier 31,Maintenance,4587.79,2028-12-03
PO1800,Supplier 34,Logistics,23131.42,2028-12-04
PO1801,Supplier 24,Chemicals,20626.05,2028-12-05
PO1802,Supplier 45,Raw Materials,9174.58,2028-12-06
PO1803,Supplier 35,Maintenance,16567.61,2028-12-07
PO1804,Supplier 48,Maintenance,13663.25,2028-12-08
PO1805,Supplier 6,Chemicals,17089.54,2028-12-09
PO1806,Supplier 19,Logistics,17225.44,2028-12-10
PO1807,Supplier 30,Raw Materials,15903.98,2028-12-11
PO1808,Supplier 7,Logistics,7019.48,2028-12-12
PO1809,Supplier 10,Packaging,1455.66,2028-12-13
PO1810,Supplier 41,Logistics,11661.39,2028-12-14
PO1811,Supplier 32,Maintenance,22328.86,2028-12-15
PO1812,Supplier 34,Raw Materials,14452.68,2028-12-16
PO1813,Supplier 28,Logistics,20893.58,2028-12-17
PO1814,Supplier 15,Raw Materials,24794.8,2028-12-18
PO1815,Supplier 30,Raw Materials,4508.6,2028-12-19
PO1816,Supplier 37,Packaging,17448.55,2028-12-20
PO1817,Supplier 29,Packaging,17020.19,2028-12-21
PO1818,Supplier 22,Maintenance,24508.91,2028-12-22
PO1819,Supplier 4,Chemicals,24647.22,2028-12-23
PO1820,Supplier 20,Raw Materials,17323.63,2028-12-24
PO1821,Supplier 32,Chemicals,6468.56,2028-12-25
PO1822,Supplier 36,Maintenance,20064.62,2028-12-26
PO1823,Supplier 50,Raw Materials,3122.21,2028-12-27
PO1824,Supplier 4,Raw Materials,19627.13,2028-12-28
PO1825,Supplier 27,IT Equipment,22799.81,2028-12-29
PO1826,Supplier 17,Chemicals,9879.42,2028-12-30
PO1827,Supplier 12,Logistics,15950.56,2028-12-31
PO1828,Supplier 22,Packaging,11038.5,2029-01-01
PO1829,Supplier 17,Logistics,11225.24,2029-01-02
PO1830,Supplier 10,Chemicals,8104.09,2029-01-03
PO1831,Supplier 1,Packaging,19172.18,2029-01-04
PO1832,Supplier 22,Logistics,23436.33,2029-01-05
PO1833,Supplier 26,IT Equipment,23548.4,2029-01-06
PO1834,Supplier 18,Packaging,4782.14,2029-01-07
PO1835,Supplier 50,Raw Materials,21931.22,2029-01-08
PO1836,Supplier 14,Logistics,18567.07,2029-01-09
PO1837,Supplier 47,Packaging,6694.52,2029-01-10
PO1838,Supplier 29,IT Equipment,2148.47,2029-01-11
PO1839,Supplier 12,Packaging,7065.93,2029-01-12
PO1840,Supplier 36,Packaging,22849.1,2029-01-13
PO1841,Supplier 35,IT Equipment,16012.88,2029-01-14
PO1842,Supplier 12,Logistics,18165.84,2029-01-15
PO1843,Supplier 7,Maintenance,6800.23,2029-01-16
PO1844,Supplier 29,Logistics,18125.01,2029-01-17
PO1845,Supplier 11,Chemicals,1188.98,2029-01-18
PO1846,Supplier 33,IT Equipment,9695.37,2029-01-19
PO1847,Supplier 6,Logistics,15855.46,2029-01-20
PO1848,Supplier 47,Packaging,4079.37,2029-01-21
PO1849,Supplier 15,IT Equipment,20663.59,2029-01-22
PO1850,Supplier 32,Raw Materials,6258.27,2029-01-23
PO1851,Supplier 11,Logistics,16480.89,2029-01-24
PO1852,Supplier 23,IT Equipment,10427.33,2029-01-25
PO1853,Supplier 26,Logistics,15103.07,2029-01-26
PO1854,Supplier 34,IT Equipment,3132.54,2029-01-27
PO1855,Supplier 46,Packaging,914.36,2029-01-28
PO1856,Supplier 34,Raw Materials,22784.33,2029-01-29
PO1857,Supplier 29,Raw Materials,7105.94,2029-01-30
PO1858,Supplier 4,Chemicals,20582.09,2029-01-31
PO1859,Supplier 17,IT Equipment,24984.08,2029-02-01
PO1860,Supplier 35,Logistics,5680.07,2029-02-02
PO1861,Supplier 13,Raw Materials,6996.68,2029-02-03
PO1862,Supplier 41,Raw Materials,16740.06,2029-02-04
PO1863,Supplier 39,Maintenance,24153.49,2029-02-05
PO1864,Supplier 15,Maintenance,22937.45,2029-02-06
PO1865,Supplier 29,Raw Materials,12820.45,2029-02-07
PO1866,Supplier 29,IT Equipment,19980.2,2029-02-08
PO1867,Supplier 11,Chemicals,3825.77,2029-02-09
PO1868,Supplier 32,Raw Materials,24447.24,2029-02-10
PO1869,Supplier 2,Packaging,24126.65,2029-02-11
PO1870,Supplier 47,Logistics,4511.36,2029-02-12
PO1871,Supplier 14,Chemicals,7835.87,2029-02-13
PO1872,Supplier 20,Packaging,2953.8,2029-02-14
PO1873,Supplier 22,Chemicals,7157.08,2029-02-15
PO1874,Supplier 11,Packaging,20490.92,2029-02-16
PO1875,Supplier 27,Logistics,9768.73,2029-02-17
PO1876,Supplier 3,Logistics,2665.73,2029-02-18
PO1877,Supplier 17,Maintenance,8884.53,2029-02-19
PO1878,Supplier 44,IT Equipment,24543.89,2029-02-20
PO1879,Supplier 28,Packaging,15927.25,2029-02-21
PO1880,Supplier 29,Maintenance,10695.94,2029-02-22
PO1881,Supplier 21,Packaging,4580.19,2029-02-23
PO1882,Supplier 47,Maintenance,24661.33,2029-02-24
PO1883,Supplier 16,Logistics,20610.8,2029-02-25
PO1884,Supplier 37,Chemicals,7396.19,2029-02-26
PO1885,Supplier 20,Maintenance,2216.68,2029-02-27
PO1886,Supplier 6,Packaging,1887.33,2029-02-28
PO1887,Supplier 19,Packaging,3449.26,2029-03-01
PO1888,Supplier 5,IT Equipment,14728.83,2029-03-02
PO1889,Supplier 3,Logistics,23254.7,2029-03-03
PO1890,Supplier 1,Packaging,12670.21,2029-03-04
PO1891,Supplier 38,Raw Materials,21152.16,2029-03-05
PO1892,Supplier 15,Chemicals,11424.22,2029-03-06
PO1893,Supplier 34,Maintenance,17860.3,2029-03-07
PO1894,Supplier 35,IT Equipment,18430.88,2029-03-08
